-3,3.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3,6.519,0,0,0,0,-3.2595,0,0,0,0,0,0,0,0,-3.2595,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.71429,-0.31043,0.14286,0,0.15521,0,0,0,0,0.15521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.3333,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.13581,0,0.13581,0,-0.625,-0.54325,0.125,0,0,0,0.13581,0,0,0,0.13581,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-8.3333,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-50000,-4.346e+06,0,1.0865e+06,0,0,0,0,0,0,0,0,0,1.0865e+06,0,1.0865e+06,0,1.0865e+06,0,0
0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.0865e+06,0,0,1.0865e+06,0,0,1.0865e+06,-50000,-4.346e+06,0,0,0,1.0865e+06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0865e+06,0,0,0,0,0,0,0,0,0,0,0,0,-50000,-4.346e+06,0,1.0865e+06,0,2.173e+06,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.0865e+06,0,0,0,0,1.0865e+06,0,0,0,0,1.0865e+06,0,1.0865e+06,-50000,-6.519e+06,0,2.173e+06,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173e+06,0,2.173e+06,-50000,-8.692e+06,0,2.173e+06,0,0,0,0,0,0,0,2.173e+06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173e+06,-50000,-4.346e+06,0,2.173e+06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.0865e+06,0,0,0,0,0,0,0,0,0,2.173e+06,-50000,-3.2595e+06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.0865e+06,0,0,0,0,0,0,0,0,0,0,0,0,-50000,-3.2595e+06,0,2.173e+06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.0865e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173e+06,-50000,-5.4325e+06,0,2.173e+06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173e+06,0,0,0,0,0,0,0,2.173e+06,-50000,-4.346e+06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.16,0
